id,ime,gorovje,visina,ogledi,priljubljenost,stevilo_poti
1,Veliki Snežnik,"Goriško, Notranjsko in Snežniško hribovje",1796,1052077,99,10
2,Mali Snežnik,"Goriško, Notranjsko in Snežniško hribovje",1694,439327,86,4
3,Mali Golak,"Goriško, Notranjsko in Snežniško hribovje",1495,710879,98,7
4,Srednji Golak,"Goriško, Notranjsko in Snežniško hribovje",1480,403846,83,2
5,Smrekov vrh,"Goriško, Notranjsko in Snežniško hribovje",1449,4490,40,1
6,Mrzovec,"Goriško, Notranjsko in Snežniško hribovje",1410,420992,84,3
7,Veliki Modrasovec,"Goriško, Notranjsko in Snežniško hribovje",1353,479767,89,8
8,Bukov Vrh (Trnovski gozd),"Goriško, Notranjsko in Snežniško hribovje",1314,290282,72,0
9,Suhi vrh (Nanos),"Goriško, Notranjsko in Snežniško hribovje",1313,661317,97,10
10,Mali Modrasovec,"Goriško, Notranjsko in Snežniško hribovje",1305,329274,76,4
11,Poldanovec,"Goriško, Notranjsko in Snežniško hribovje",1299,474864,89,3
12,Goteniški Snežnik,"Goriško, Notranjsko in Snežniško hribovje",1289,392890,82,3
13,Srednja gora (Hrušica),"Goriško, Notranjsko in Snežniško hribovje",1275,267514,70,2
14,Veliki Javornik (Javorniki),"Goriško, Notranjsko in Snežniško hribovje",1268,533587,93,3
15,Streliški vrh (Hrušica),"Goriško, Notranjsko in Snežniško hribovje",1266,296600,73,2
16,Iztokova koča pod Golaki,"Goriško, Notranjsko in Snežniško hribovje",1260,505346,91,6
17,Turn,"Goriško, Notranjsko in Snežniško hribovje",1254,278137,71,1
18,Kuk (Kolovrat),"Goriško, Notranjsko in Snežniško hribovje",1243,483820,90,3
19,Dom na Sviščakih,"Goriško, Notranjsko in Snežniško hribovje",1242,362040,79,1
20,Koča Antona Bavčerja na Čavnu,"Goriško, Notranjsko in Snežniško hribovje",1242,606375,96,8
21,Javornik (nad Črnim Vrhom),"Goriško, Notranjsko in Snežniško hribovje",1240,601525,95,8
22,Vojkova koča na Nanosu,"Goriško, Notranjsko in Snežniško hribovje",1240,1103722,100,16
23,Veliki Rob,"Goriško, Notranjsko in Snežniško hribovje",1237,494963,90,11
24,Kucelj (na Čavnu),"Goriško, Notranjsko in Snežniško hribovje",1237,579939,95,12
25,Rezinski vrh,"Goriško, Notranjsko in Snežniško hribovje",1231,193073,63,1
26,Sveti Duh (Hrušica),"Goriško, Notranjsko in Snežniško hribovje",1221,236935,67,2
27,Mali Javornik (Javorniki),"Goriško, Notranjsko in Snežniško hribovje",1219,292095,72,2
28,Petelinjek,"Goriško, Notranjsko in Snežniško hribovje",1212,242575,68,2
29,Grmada (Nanos),"Goriško, Notranjsko in Snežniško hribovje",1209,506175,91,7
30,Velika Jazbina,"Goriško, Notranjsko in Snežniško hribovje",1201,186018,62,1
31,Nagnoj,"Goriško, Notranjsko in Snežniško hribovje",1193,253426,69,2
32,Cerk,"Goriško, Notranjsko in Snežniško hribovje",1192,218031,65,5
33,Stanov rob,"Goriško, Notranjsko in Snežniško hribovje",1191,300588,73,2
34,Čaven,"Goriško, Notranjsko in Snežniško hribovje",1185,621507,96,3
35,Škol,"Goriško, Notranjsko in Snežniško hribovje",1182,352009,78,1
36,Križna gora (Hrušica),"Goriško, Notranjsko in Snežniško hribovje",1162,308795,74,3
37,Pirnatova koča na Javorniku,"Goriško, Notranjsko in Snežniško hribovje",1156,521909,92,6
38,Maj,"Goriško, Notranjsko in Snežniško hribovje",1142,7212,44,1
39,Velika ledena jama v Paradani,"Goriško, Notranjsko in Snežniško hribovje",1140,273910,71,1
40,Racna gora,"Goriško, Notranjsko in Snežniško hribovje",1140,360125,79,2
41,Trinški vrh,"Goriško, Notranjsko in Snežniško hribovje",1138,180329,61,2
42,Špičasti vrh,"Goriško, Notranjsko in Snežniško hribovje",1128,413730,84,3
43,Bela stena,"Goriško, Notranjsko in Snežniško hribovje",1122,244788,68,1
44,Krokar,"Goriško, Notranjsko in Snežniško hribovje",1122,299950,73,1
45,Na gradu,"Goriško, Notranjsko in Snežniško hribovje",1115,213612,65,2
46,Slivnica,"Goriško, Notranjsko in Snežniško hribovje",1114,775427,98,6
47,Krim,"Goriško, Notranjsko in Snežniško hribovje",1107,959966,99,16
48,Čelkov vrh,"Goriško, Notranjsko in Snežniško hribovje",1106,319235,75,2
49,Sveta Trojica,"Goriško, Notranjsko in Snežniško hribovje",1106,561239,94,4
50,Velika Milanja,"Goriško, Notranjsko in Snežniško hribovje",1099,225401,66,1
51,Kršičevec,"Goriško, Notranjsko in Snežniško hribovje",1091,379858,81,3
52,Baba (pri Javornikih),"Goriško, Notranjsko in Snežniško hribovje",1085,11340,45,2
53,Razsušica,"Goriško, Notranjsko in Snežniško hribovje",1083,210642,64,2
54,Kameni zid,"Goriško, Notranjsko in Snežniško hribovje",1081,183109,62,1
55,Medvižica,"Goriško, Notranjsko in Snežniško hribovje",1081,221412,66,2
56,Dom na Slivnici,"Goriško, Notranjsko in Snežniško hribovje",1078,503122,91,5
57,Črni vrh (pri Lokvah),"Goriško, Notranjsko in Snežniško hribovje",1072,13416,46,1
58,Veliki vrh (nad Lomom),"Goriško, Notranjsko in Snežniško hribovje",1071,5170,41,4
59,Lašček,"Goriško, Notranjsko in Snežniško hribovje",1071,342295,77,4
60,Bivak Zanuso na Kolovratu,"Goriško, Notranjsko in Snežniško hribovje",1065,172993,61,2
61,Mokrc,"Goriško, Notranjsko in Snežniško hribovje",1059,316612,75,1
62,Ostrič,"Goriško, Notranjsko in Snežniško hribovje",1056,353261,78,1
63,Mala gora,"Goriško, Notranjsko in Snežniško hribovje",1034,496477,90,4
64,Bele ovce,"Goriško, Notranjsko in Snežniško hribovje",1029,250251,68,1
65,Slavnik,"Goriško, Notranjsko in Snežniško hribovje",1028,1007695,99,11
66,Vremščica,"Goriško, Notranjsko in Snežniško hribovje",1027,799752,98,8
67,Sveti Hieronim (na Nanosu),"Goriško, Notranjsko in Snežniško hribovje",1020,343554,77,7
68,Gora (Sveti Lovrenc),"Goriško, Notranjsko in Snežniško hribovje",1019,484933,90,3
69,Špilnik,"Goriško, Notranjsko in Snežniško hribovje",1018,4810,41,2
70,Koča na Kamnem griču,"Goriško, Notranjsko in Snežniško hribovje",1016,303858,74,7
71,Firstov rep,"Goriško, Notranjsko in Snežniško hribovje",1002,8060,44,5
72,Sinji vrh,"Goriško, Notranjsko in Snežniško hribovje",1002,607034,96,11
73,Grmada pri Slavniku,"Goriško, Notranjsko in Snežniško hribovje",1001,346500,78,6
74,Županov vrh,"Goriško, Notranjsko in Snežniško hribovje",999,331680,76,6
75,Novaška gora,"Goriško, Notranjsko in Snežniško hribovje",998,196092,63,1
76,Koča na Kozleku,"Goriško, Notranjsko in Snežniško hribovje",997,373192,80,3
77,Špiček (Špečk),"Goriško, Notranjsko in Snežniško hribovje",986,245470,68,3
78,Lovsko zavetišče pod Čavnom,"Goriško, Notranjsko in Snežniško hribovje",980,213764,65,1
79,Volovja reber,"Goriško, Notranjsko in Snežniško hribovje",975,267918,70,1
80,Sveti Bric (Nanos),"Goriško, Notranjsko in Snežniško hribovje",965,253300,69,2
81,Rotovc,"Goriško, Notranjsko in Snežniško hribovje",964,289541,72,4
82,Mišnice,"Goriško, Notranjsko in Snežniško hribovje",961,5180,41,2
83,Kovk,"Goriško, Notranjsko in Snežniško hribovje",961,400098,83,3
84,Bloudkova skakalnica (Predmeja),"Goriško, Notranjsko in Snežniško hribovje",960,315,15,2
85,Križna gora nad Colom,"Goriško, Notranjsko in Snežniško hribovje",957,266823,70,2
86,Velika Špička,"Goriško, Notranjsko in Snežniško hribovje",955,387939,81,4
87,Mala Plešivica,"Goriško, Notranjsko in Snežniško hribovje",953,215743,65,2
88,Koča Edmunda Čibeja v Tihi dolini,"Goriško, Notranjsko in Snežniško hribovje",950,554,21,1
89,Ježa,"Goriško, Notranjsko in Snežniško hribovje",949,189650,62,2
90,Milanka,"Goriško, Notranjsko in Snežniško hribovje",948,137417,57,1
91,Leskovica (nad Stražiščem),"Goriško, Notranjsko in Snežniško hribovje",947,1700,31,2
92,Krempa,"Goriško, Notranjsko in Snežniško hribovje",944,211082,64,1
93,Deveti konfin (kota 942),"Goriško, Notranjsko in Snežniško hribovje",942,186083,62,2
94,Krimšček,"Goriško, Notranjsko in Snežniško hribovje",940,236285,67,1
95,Petričev hrib,"Goriško, Notranjsko in Snežniško hribovje",937,284051,72,4
96,Deveti konfin (kota 930),"Goriško, Notranjsko in Snežniško hribovje",930,159265,59,2
97,Kopitnik (na Čavnu),"Goriško, Notranjsko in Snežniško hribovje",929,256908,69,4
98,Srednji vrh pri Kozleku,"Goriško, Notranjsko in Snežniško hribovje",923,184031,62,2
99,Dolski maj,"Goriško, Notranjsko in Snežniško hribovje",912,174184,61,2
100,Velika Plešivica,"Goriško, Notranjsko in Snežniško hribovje",908,236617,67,3
101,Lovska koča Urška,"Goriško, Notranjsko in Snežniško hribovje",908,146627,58,1
102,Dom na Travni Gori,"Goriško, Notranjsko in Snežniško hribovje",906,298572,73,2
103,Furlanovo zavetišče pri Abramu,"Goriško, Notranjsko in Snežniško hribovje",900,506305,91,8
104,Kraguljc,"Goriško, Notranjsko in Snežniško hribovje",897,6105,42,3
105,Bezgarska planina,"Goriško, Notranjsko in Snežniško hribovje",895,2882,36,4
106,Marutnik,"Goriško, Notranjsko in Snežniško hribovje",892,5180,41,2
107,Golič,"Goriško, Notranjsko in Snežniško hribovje",890,372891,80,4
108,Gozdarska koča Pri logarnici,"Goriško, Notranjsko in Snežniško hribovje",889,152373,59,1
109,Nadglavinjak,"Goriško, Notranjsko in Snežniško hribovje",888,115183,55,1
110,Sekulak,"Goriško, Notranjsko in Snežniško hribovje",888,283188,72,3
111,Vrh Svetih Treh Kraljev,"Goriško, Notranjsko in Snežniško hribovje",884,438944,86,9
112,Kavčič,"Goriško, Notranjsko in Snežniško hribovje",879,239023,67,2
113,Lovska koča na Planinski gori,"Goriško, Notranjsko in Snežniško hribovje",879,313176,75,5
114,Loška stena,"Goriško, Notranjsko in Snežniško hribovje",875,17290,47,5
115,Grmada (Planinska gora),"Goriško, Notranjsko in Snežniško hribovje",873,355982,79,4
116,Sončnica (Reber),"Goriško, Notranjsko in Snežniško hribovje",867,6767,43,3
117,Vrh Skopice,"Goriško, Notranjsko in Snežniško hribovje",863,153116,59,2
118,Bele stene,"Goriško, Notranjsko in Snežniško hribovje",863,222340,66,2
119,Kuželjska stena,"Goriško, Notranjsko in Snežniško hribovje",857,6070,42,1
120,Križna gora,"Goriško, Notranjsko in Snežniško hribovje",857,489905,90,3
121,Navrše,"Goriško, Notranjsko in Snežniško hribovje",857,261702,69,3
122,Podrta gora nad Ajdovščino,"Goriško, Notranjsko in Snežniško hribovje",855,17342,47,3
123,Sveta Marija Magdalena (Gore),"Goriško, Notranjsko in Snežniško hribovje",851,3750,39,2
124,Belovka,"Goriško, Notranjsko in Snežniško hribovje",848,150217,58,2
125,Otliški maj,"Goriško, Notranjsko in Snežniško hribovje",847,263852,70,3
126,Sveti Vid (Vidovska planota),"Goriško, Notranjsko in Snežniško hribovje",846,178909,61,3
127,Pravi vrh,"Goriško, Notranjsko in Snežniško hribovje",830,1220,28,0
128,Bivak Črna peč,"Goriško, Notranjsko in Snežniško hribovje",830,219286,65,2
129,Kurešček,"Goriško, Notranjsko in Snežniško hribovje",826,537182,93,5
130,Koča na Vrhu Svetih Treh Kraljev,"Goriško, Notranjsko in Snežniško hribovje",823,366828,80,9
131,Polšakova koča na Zagori,"Goriško, Notranjsko in Snežniško hribovje",822,174884,61,2
132,Osojnica,"Goriško, Notranjsko in Snežniško hribovje",820,339292,77,2
133,Ljubljanski vrh,"Goriško, Notranjsko in Snežniško hribovje",819,326129,76,1
134,Lovska koča Trešnja ravan,"Goriško, Notranjsko in Snežniško hribovje",818,3060,37,1
135,Sveti Socerb (Artviže),"Goriško, Notranjsko in Snežniško hribovje",817,386317,81,3
136,Goli vrh (Cemarovnik),"Goriško, Notranjsko in Snežniško hribovje",816,174758,61,1
137,Medvedje Brdo,"Goriško, Notranjsko in Snežniško hribovje",814,398971,82,6
138,Korada,"Goriško, Notranjsko in Snežniško hribovje",812,539347,93,3
139,Globočak,"Goriško, Notranjsko in Snežniško hribovje",809,195816,63,2
140,Mali Trebelnik,"Goriško, Notranjsko in Snežniško hribovje",807,141699,58,2
141,Eko koča Nanos (Lovska koča Vojkovo),"Goriško, Notranjsko in Snežniško hribovje",805,249352,68,5
142,Sveti Lenart (Krvava Peč),"Goriško, Notranjsko in Snežniško hribovje",805,290733,72,5
143,Ajdovščina,"Goriško, Notranjsko in Snežniško hribovje",804,9880,45,1
144,Lipnik,"Goriško, Notranjsko in Snežniško hribovje",804,344932,78,1
145,Zavetišče na Koradi,"Goriško, Notranjsko in Snežniško hribovje",803,334607,77,2
146,Kojnik,"Goriško, Notranjsko in Snežniško hribovje",802,422737,85,3
147,Ulovka,"Goriško, Notranjsko in Snežniško hribovje",801,425203,85,3
148,Razgledišče pod Srnjakom nad Logatcem,"Goriško, Notranjsko in Snežniško hribovje",800,2280,34,3
149,Otliško okno,"Goriško, Notranjsko in Snežniško hribovje",800,609728,96,3
150,Slap Kotel,"Goriško, Notranjsko in Snežniško hribovje",799,208749,64,1
151,Ahac,"Goriško, Notranjsko in Snežniško hribovje",799,204547,64,6
152,Gradišče (Čepan),"Goriško, Notranjsko in Snežniško hribovje",791,126883,56,1
153,Rakitna,"Goriško, Notranjsko in Snežniško hribovje",789,441016,86,2
154,Sveta Marija na Planinski gori,"Goriško, Notranjsko in Snežniško hribovje",782,364801,79,6
155,Vrh,"Goriško, Notranjsko in Snežniško hribovje",777,116949,55,1
156,Trenk,"Goriško, Notranjsko in Snežniško hribovje",769,2810,36,1
157,Ortneški Stari grad,"Goriško, Notranjsko in Snežniško hribovje",765,193884,63,1
158,Pečna reber,"Goriško, Notranjsko in Snežniško hribovje",763,300246,73,1
159,Planinski dom na Kureščku,"Goriško, Notranjsko in Snežniško hribovje",760,297012,73,3
160,Razgledna točka Široko,"Goriško, Notranjsko in Snežniško hribovje",755,8380,44,1
161,Gradiška Tura,"Goriško, Notranjsko in Snežniško hribovje",754,673368,97,5
162,Sveti Primož in Felicijan (Osredek),"Goriško, Notranjsko in Snežniško hribovje",751,172358,60,1
163,Šilentabor,"Goriško, Notranjsko in Snežniško hribovje",751,296784,73,6
164,Bloško jezero,"Goriško, Notranjsko in Snežniško hribovje",748,442728,86,4
165,Veliko Gradišče,"Goriško, Notranjsko in Snežniško hribovje",742,252544,69,2
166,Dom na Goropekah,"Goriško, Notranjsko in Snežniško hribovje",742,302429,73,2
167,Planinski dom pod Ježo,"Goriško, Notranjsko in Snežniško hribovje",740,168224,60,1
168,Sveti Gregor na Slemenih,"Goriško, Notranjsko in Snežniško hribovje",737,184553,62,1
169,Hrpeljska gora,"Goriško, Notranjsko in Snežniško hribovje",737,235493,67,3
170,Škavnica,"Goriško, Notranjsko in Snežniško hribovje",734,6790,43,1
171,Koča na Planini nad Vrhniko,"Goriško, Notranjsko in Snežniško hribovje",733,708524,97,9
172,Koča na Kavcu,"Goriško, Notranjsko in Snežniško hribovje",730,242167,67,1
173,Planina nad Borovnico,"Goriško, Notranjsko in Snežniško hribovje",729,1030,27,1
174,Čičer,"Goriško, Notranjsko in Snežniško hribovje",726,5470,42,1
175,Šenčurjev vrh,"Goriško, Notranjsko in Snežniško hribovje",725,5138,41,2
176,Sveti Urh (Zavratec),"Goriško, Notranjsko in Snežniško hribovje",724,3330,37,3
177,Sveti Martin (Šilentabor),"Goriško, Notranjsko in Snežniško hribovje",723,165649,60,4
178,Primož,"Goriško, Notranjsko in Snežniško hribovje",718,264194,70,2
179,Planina Jegno,"Goriško, Notranjsko in Snežniško hribovje",715,190547,62,3
180,Stari grad,"Goriško, Notranjsko in Snežniško hribovje",703,169107,60,1
181,Obrovnik,"Goriško, Notranjsko in Snežniško hribovje",700,1410,29,1
182,Mali Mošenik,"Goriško, Notranjsko in Snežniško hribovje",700,312,15,1
183,Grad Lož (Pusti grad),"Goriško, Notranjsko in Snežniško hribovje",698,5132,41,1
184,Sveti Janez Krstnik (Goropeke),"Goriško, Notranjsko in Snežniško hribovje",682,1840,31,1
185,Sveta Gora,"Goriško, Notranjsko in Snežniško hribovje",681,536588,93,14
186,Krekovše,"Goriško, Notranjsko in Snežniško hribovje",675,256,14,1
187,Sv. Katarina nad Novokračinami,"Goriško, Notranjsko in Snežniško hribovje",675,4958,41,2
188,Sveta Barbara (Ravnik pri Hotedršici),"Goriško, Notranjsko in Snežniško hribovje",674,4239,40,1
189,Goropeški grič (Pikrej),"Goriško, Notranjsko in Snežniško hribovje",672,1320,29,1
190,Skozno,"Goriško, Notranjsko in Snežniško hribovje",671,294936,73,2
191,Kokoš,"Goriško, Notranjsko in Snežniško hribovje",670,691934,97,9
192,Sv. Marjeta na Golem,"Goriško, Notranjsko in Snežniško hribovje",654,396,18,1
193,Vodice,"Goriško, Notranjsko in Snežniško hribovje",651,373179,80,11
194,Jampršnik,"Goriško, Notranjsko in Snežniško hribovje",649,230367,66,2
195,Škabrijel,"Goriško, Notranjsko in Snežniško hribovje",646,507758,91,6
196,Trstelj,"Goriško, Notranjsko in Snežniško hribovje",643,582661,95,9
197,Vranje pečine (Rajna peč),"Goriško, Notranjsko in Snežniško hribovje",642,3241,37,1
198,Rimska trdnjava (Lanišče),"Goriško, Notranjsko in Snežniško hribovje",635,3490,38,3
199,Frančiškov hrib,"Goriško, Notranjsko in Snežniško hribovje",632,210455,64,3
200,Stol (Črni hribi),"Goriško, Notranjsko in Snežniško hribovje",629,157106,59,1
201,Strmica,"Goriško, Notranjsko in Snežniško hribovje",626,3900,39,1
202,Lovska koča Plehanov laz,"Goriško, Notranjsko in Snežniško hribovje",625,3310,37,1
203,Partizanska bolnica Krvavice,"Goriško, Notranjsko in Snežniško hribovje",620,282685,72,1
204,Kuk nad Paljevim,"Goriško, Notranjsko in Snežniško hribovje",612,3806,39,3
205,Lovski dom pod Glavico,"Goriško, Notranjsko in Snežniško hribovje",610,143728,58,2
206,Stjenkova koča na Trstelju,"Goriško, Notranjsko in Snežniško hribovje",610,402718,83,8
207,Sabotin,"Goriško, Notranjsko in Snežniško hribovje",609,673834,97,5
208,Vitovski hrib,"Goriško, Notranjsko in Snežniško hribovje",604,262836,70,4
209,Stari tabor,"Goriško, Notranjsko in Snežniško hribovje",603,329703,76,5
210,Unška koliševka,"Goriško, Notranjsko in Snežniško hribovje",594,351301,78,2
211,Sveti Rok (Skadanščina),"Goriško, Notranjsko in Snežniško hribovje",581,297,15,2
212,Zidovnik (Sedovnik),"Goriško, Notranjsko in Snežniško hribovje",575,170619,60,1
213,Sveti Tomaž (Planinca),"Goriško, Notranjsko in Snežniško hribovje",572,205561,64,3
214,Putrihove klavže,"Goriško, Notranjsko in Snežniško hribovje",570,183,11,1
215,Soteska Pekel 5. slap,"Goriško, Notranjsko in Snežniško hribovje",570,346351,78,2
216,Stolovec,"Goriško, Notranjsko in Snežniško hribovje",563,124805,56,1
217,Sveta Ana (Razguri),"Goriško, Notranjsko in Snežniško hribovje",560,2391,34,1
218,Dom na Sabotinu,"Goriško, Notranjsko in Snežniško hribovje",560,448912,87,2
219,Sveti Socerb (Vipavska brda),"Goriško, Notranjsko in Snežniško hribovje",555,7630,44,2
220,Stari grad nad Želimljami,"Goriško, Notranjsko in Snežniško hribovje",555,2080,33,1
221,Štanjel (Sveti Danijel),"Goriško, Notranjsko in Snežniško hribovje",553,51161,48,1
222,Lešenjak,"Goriško, Notranjsko in Snežniško hribovje",552,123565,56,1
223,Volnik,"Goriško, Notranjsko in Snežniško hribovje",546,386095,81,1
224,Sekirica,"Goriško, Notranjsko in Snežniško hribovje",545,6290,43,2
225,Griček,"Goriško, Notranjsko in Snežniško hribovje",532,478,20,1
226,Sveti Ambrož (Tabor),"Goriško, Notranjsko in Snežniško hribovje",531,2100,33,2
227,Štivanski log,"Goriško, Notranjsko in Snežniško hribovje",530,1892,32,1
228,Petelinjsko jezero,"Goriško, Notranjsko in Snežniško hribovje",530,183613,62,1
229,Plaz,"Goriško, Notranjsko in Snežniško hribovje",528,5643,42,1
230,Veliki hrib (kota 526),"Goriško, Notranjsko in Snežniško hribovje",526,3290,37,1
231,Kuren (Sveti Miklavž),"Goriško, Notranjsko in Snežniško hribovje",526,163634,60,1
232,Školj sv. Pavla nad Vrtovinom,"Goriško, Notranjsko in Snežniško hribovje",520,246559,68,4
233,Planinski dom v Novem Svetu,"Goriško, Notranjsko in Snežniško hribovje",518,193750,63,1
234,Rakov Škocjan,"Goriško, Notranjsko in Snežniško hribovje",517,19660,47,3
235,Gura,"Goriško, Notranjsko in Snežniško hribovje",510,3091,37,1
236,Veliki Gradež,"Goriško, Notranjsko in Snežniško hribovje",507,193526,63,3
237,Vrtovka,"Goriško, Notranjsko in Snežniško hribovje",502,116080,55,1
238,Skrivski izvir,"Goriško, Notranjsko in Snežniško hribovje",500,1400,29,1
239,Planinska jama,"Goriško, Notranjsko in Snežniško hribovje",500,240945,67,1
240,Tri učke,"Goriško, Notranjsko in Snežniško hribovje",499,222290,66,3
241,Kuk,"Goriško, Notranjsko in Snežniško hribovje",498,303504,73,3
242,Brusove klavže,"Goriško, Notranjsko in Snežniško hribovje",491,232,13,1
243,Sveta Ana,"Goriško, Notranjsko in Snežniško hribovje",484,572179,94,3
244,Grčarevec,"Goriško, Notranjsko in Snežniško hribovje",476,862,25,1
245,Klada,"Goriško, Notranjsko in Snežniško hribovje",475,1110,28,1
246,Veliki Medvejk / Monte Orsario,"Goriško, Notranjsko in Snežniško hribovje",472,2090,33,1
247,Marija Snežna na Gradišcah,"Goriško, Notranjsko in Snežniško hribovje",467,4702,41,2
248,Veliki vrh (Črni hribi),"Goriško, Notranjsko in Snežniško hribovje",463,134488,57,2
249,Mengore,"Goriško, Notranjsko in Snežniško hribovje",453,406600,83,2
250,Lačna,"Goriško, Notranjsko in Snežniško hribovje",451,368880,80,6
251,Tupla jama,"Goriško, Notranjsko in Snežniško hribovje",450,522,21,1
252,Laze,"Goriško, Notranjsko in Snežniško hribovje",450,559,21,1
253,Zjat,"Goriško, Notranjsko in Snežniško hribovje",449,213966,65,5
254,Renški vrh,"Goriško, Notranjsko in Snežniško hribovje",449,166109,60,1
255,Vitovsko jezero,"Goriško, Notranjsko in Snežniško hribovje",445,199950,63,1
256,Soteska Pekel 3. slap,"Goriško, Notranjsko in Snežniško hribovje",445,237385,67,1
257,Sveti Jožef (Mlečnik),"Goriško, Notranjsko in Snežniško hribovje",441,158641,59,1
258,Sveti Miklavž nad Vipavo,"Goriško, Notranjsko in Snežniško hribovje",438,295744,73,2
259,Grad Socerb,"Goriško, Notranjsko in Snežniško hribovje",437,535968,93,6
260,Fajti hrib,"Goriško, Notranjsko in Snežniško hribovje",433,321399,75,2
261,Sveti Gregor na Dobravici,"Goriško, Notranjsko in Snežniško hribovje",432,160139,59,1
262,Črnokalska Varda,"Goriško, Notranjsko in Snežniško hribovje",423,7240,44,3
263,Ostri Vrh nad Vipavsko dolino,"Goriško, Notranjsko in Snežniško hribovje",422,193774,63,0
264,Jama Vilenica,"Goriško, Notranjsko in Snežniško hribovje",420,4538,40,1
265,Iški Vintgar (Vrbica),"Goriško, Notranjsko in Snežniško hribovje",420,386511,81,1
266,Divaška jama,"Goriško, Notranjsko in Snežniško hribovje",419,167,11,0
267,Žalostna gora pri Preserju,"Goriško, Notranjsko in Snežniško hribovje",418,257591,69,2
268,Krog,"Goriško, Notranjsko in Snežniško hribovje",418,132815,57,3
269,Vrh križa,"Goriško, Notranjsko in Snežniško hribovje",411,151230,58,3
270,Sveti Rupert nad Drago,"Goriško, Notranjsko in Snežniško hribovje",409,161763,59,1
271,Sveti Kvirik,"Goriško, Notranjsko in Snežniško hribovje",408,292675,72,2
272,Grad Kostel,"Goriško, Notranjsko in Snežniško hribovje",406,3710,38,2
273,Sveti Pavel (nad Ročinjem),"Goriško, Notranjsko in Snežniško hribovje",403,2080,33,3
274,Izvir Nežice,"Goriško, Notranjsko in Snežniško hribovje",390,233581,67,1
275,Prižnica,"Goriško, Notranjsko in Snežniško hribovje",383,5383,42,2
276,Tinjan,"Goriško, Notranjsko in Snežniško hribovje",374,500656,91,6
277,Udornica Risnik,"Goriško, Notranjsko in Snežniško hribovje",366,4316,40,1
278,Sveti Duh (Pedrovo),"Goriško, Notranjsko in Snežniško hribovje",365,140378,57,2
279,Pomjan,"Goriško, Notranjsko in Snežniško hribovje",360,12580,46,2
280,Dom v Iškem Vintgarju,"Goriško, Notranjsko in Snežniško hribovje",360,196933,63,1
281,Orlovo gnezdo (Veli Badin),"Goriško, Notranjsko in Snežniško hribovje",359,450026,87,2
282,Divje jezero,"Goriško, Notranjsko in Snežniško hribovje",350,346682,78,3
283,Veliko Cerje,"Goriško, Notranjsko in Snežniško hribovje",343,294417,73,3
284,Sveti Lovrenc (Jezero),"Goriško, Notranjsko in Snežniško hribovje",329,287149,72,1
285,Sveti Kvirin na Paljevem,"Goriško, Notranjsko in Snežniško hribovje",321,2530,35,2
286,Dolina reke Glinščice / Val Rosandra,"Goriško, Notranjsko in Snežniško hribovje",320,568907,94,1
287,Dolina Drage,"Goriško, Notranjsko in Snežniško hribovje",310,5510,42,1
288,Izvir Ljubljanice (Retovje),"Goriško, Notranjsko in Snežniško hribovje",308,317671,75,1
289,Izvir Ljubljanice (Močilnik),"Goriško, Notranjsko in Snežniško hribovje",305,293811,72,0
290,Lopar,"Goriško, Notranjsko in Snežniško hribovje",303,2210,33,1
291,Jama Pečinka,"Goriško, Notranjsko in Snežniško hribovje",295,2050,32,1
292,Iški morost,"Goriško, Notranjsko in Snežniško hribovje",289,197782,63,3
293,Marezige,"Goriško, Notranjsko in Snežniško hribovje",284,9280,45,2
294,Orleška draga,"Goriško, Notranjsko in Snežniško hribovje",265,632,23,1
295,Sveti Peter (Nad Ajbo),"Goriško, Notranjsko in Snežniško hribovje",260,699,23,1
296,Sveti Duh (Sveti Peter),"Goriško, Notranjsko in Snežniško hribovje",253,4700,41,2
297,Sveti Štefan (Zanigrad),"Goriško, Notranjsko in Snežniško hribovje",246,213660,65,2
298,Stari grad Vipava,"Goriško, Notranjsko in Snežniško hribovje",241,273629,71,1
299,Lovsko zavetišče Kolombar,"Goriško, Notranjsko in Snežniško hribovje",218,2200,33,2
300,Goli hrib,"Goriško, Notranjsko in Snežniško hribovje",217,3150,37,2
301,Kamno čelo (Mandrija),"Goriško, Notranjsko in Snežniško hribovje",193,583,22,1
302,Črni vrh (Iskra),"Goriško, Notranjsko in Snežniško hribovje",119,3002,36,1
303,Jurjev hrib,"Goriško, Notranjsko in Snežniško hribovje",109,2950,36,1
304,Slap potoka Struga,"Goriško, Notranjsko in Snežniško hribovje",105,3281,37,1
305,Vanganelsko jezero,"Goriško, Notranjsko in Snežniško hribovje",55,4310,40,1
306,Strunjanski križ,"Goriško, Notranjsko in Snežniško hribovje",53,26960,47,3
307,Debeli rtič,"Goriško, Notranjsko in Snežniško hribovje",28,10130,45,1
308,Ankaran,"Goriško, Notranjsko in Snežniško hribovje",18,426149,85,3
309,Strunjanske soline,"Goriško, Notranjsko in Snežniško hribovje",2,8580,44,2
310,Triglav,Julijske Alpe,2864,1908849,100,28
311,Montaž / Jôf di Montasio,Julijske Alpe,2753,793815,98,3
312,Škrlatica,Julijske Alpe,2740,886273,99,5
313,Mali Triglav,Julijske Alpe,2725,539548,93,10
314,Mangart,Julijske Alpe,2679,1051756,99,8
315,Viš/Jof Fuart,Julijske Alpe,2666,653524,97,5
316,Vrh Brda / Cima Verde,Julijske Alpe,2661,459986,88,1
